Harvest,Species,Treatment,Tag,Pot,Week,Height
3,VS,16%,H3VS16,99,4,42
3,VS,16%,H3VS16,105,4,40
3,VS,16%,H3VS16,110,4,31
3,VS,16%,H3VS16,46,5,45
3,VS,16%,H3VS16,76,5,37
3,VS,16%,H3VS16,85,5,31
3,VS,16%,H3VS16,87,5,42
3,VS,16%,H3VS16,91,5,66
3,VS,16%,H3VS16,97,5,30
3,VS,16%,H3VS16,98,5,50
3,VS,16%,H3VS16,99,5,53
3,VS,16%,H3VS16,105,5,53
3,VS,16%,H3VS16,110,5,53
3,VS,16%,H3VS16,46,6,45
3,VS,16%,H3VS16,76,6,41
3,VS,16%,H3VS16,85,6,30
3,VS,16%,H3VS16,87,6,48
3,VS,16%,H3VS16,91,6,66
3,VS,16%,H3VS16,97,6,36
3,VS,16%,H3VS16,98,6,57
3,VS,16%,H3VS16,99,6,49
3,VS,16%,H3VS16,105,6,62
3,VS,16%,H3VS16,110,6,55
3,VS,16%,H3VS16,46,7,78
3,VS,16%,H3VS16,76,7,67
3,VS,16%,H3VS16,85,7,39
3,VS,16%,H3VS16,87,7,48
3,VS,16%,H3VS16,91,7,66
3,VS,16%,H3VS16,97,7,45
3,VS,16%,H3VS16,98,7,62
3,VS,16%,H3VS16,99,7,53
3,VS,16%,H3VS16,105,7,62
3,VS,16%,H3VS16,110,7,59
3,VS,16%,H3VS16,46,8,76
3,VS,16%,H3VS16,76,8,75
3,VS,16%,H3VS16,85,8,48
3,VS,16%,H3VS16,87,8,48
3,VS,16%,H3VS16,91,8,71
3,VS,16%,H3VS16,97,8,35
3,VS,16%,H3VS16,98,8,62
3,VS,16%,H3VS16,99,8,71
3,VS,16%,H3VS16,105,8,68
3,VS,16%,H3VS16,110,8,65
3,VS,16%,H3VS16,46,9,94
3,VS,16%,H3VS16,76,9,109
3,VS,16%,H3VS16,85,9,62
3,VS,16%,H3VS16,87,9,71
3,VS,16%,H3VS16,91,9,75
3,VS,16%,H3VS16,97,9,110
3,VS,16%,H3VS16,98,9,55
3,VS,16%,H3VS16,99,9,86
3,VS,16%,H3VS16,105,9,68
3,VS,16%,H3VS16,110,9,67
3,VS,16%,H3VS16,46,10,104
3,VS,16%,H3VS16,76,10,126
3,VS,16%,H3VS16,85,10,72
3,VS,16%,H3VS16,87,10,71
3,VS,16%,H3VS16,91,10,103
3,VS,16%,H3VS16,97,10,71
3,VS,16%,H3VS16,98,10,100
3,VS,16%,H3VS16,99,10,124
3,VS,16%,H3VS16,105,10,117
3,VS,16%,H3VS16,110,10,101
3,VS,16%,H3VS16,46,11,140
3,VS,16%,H3VS16,76,11,190
3,VS,16%,H3VS16,85,11,119
3,VS,16%,H3VS16,87,11,124
3,VS,16%,H3VS16,91,11,170
3,VS,16%,H3VS16,97,11,104
3,VS,16%,H3VS16,98,11,167
3,VS,16%,H3VS16,99,11,135
3,VS,16%,H3VS16,105,11,174
3,VS,16%,H3VS16,110,11,141
3,VS,16%,H3VS16,46,12,150
3,VS,16%,H3VS16,76,12,205
3,VS,16%,H3VS16,85,12,133
3,VS,16%,H3VS16,87,12,150
3,VS,16%,H3VS16,91,12,180
3,VS,16%,H3VS16,97,12,116
3,VS,16%,H3VS16,98,12,187
3,VS,16%,H3VS16,99,12,136
3,VS,16%,H3VS16,105,12,174
3,VS,16%,H3VS16,110,12,154
3,VS,16%,H3VS16,46,13,165
3,VS,16%,H3VS16,76,13,221
3,VS,16%,H3VS16,85,13,145
3,VS,16%,H3VS16,87,13,160
3,VS,16%,H3VS16,91,13,193
3,VS,16%,H3VS16,97,13,116
3,VS,16%,H3VS16,98,13,194
3,VS,16%,H3VS16,99,13,156
3,VS,16%,H3VS16,105,13,190
3,VS,16%,H3VS16,110,13,165
3,VS,16%,H3VS16,46,14,177
3,VS,16%,H3VS16,76,14,233
3,VS,16%,H3VS16,85,14,150
3,VS,16%,H3VS16,87,14,180
3,VS,16%,H3VS16,91,14,209
3,VS,16%,H3VS16,97,14,139
3,VS,16%,H3VS16,98,14,211
3,VS,16%,H3VS16,99,14,180
3,VS,16%,H3VS16,105,14,214
3,VS,16%,H3VS16,110,14,179
3,VS,16%,H3VS16,46,15,195
3,VS,16%,H3VS16,76,15,205
3,VS,16%,H3VS16,85,15,216
3,VS,16%,H3VS16,87,15,230
3,VS,16%,H3VS16,91,15,253
3,VS,16%,H3VS16,97,15,195
3,VS,16%,H3VS16,98,15,275
3,VS,16%,H3VS16,99,15,284
3,VS,16%,H3VS16,105,15,268
3,VS,16%,H3VS16,110,15,235
